driver_id,date,hours_driven,distance_km,overworked
350,2009-12-06,6,668,False
679,1994-11-14,13,436,True
591,1983-07-30,14,737,True
215,2021-08-27,8,190,False
69,1996-02-21,12,74,True
691,1987-12-27,5,211,False
952,2014-01-07,11,192,True
907,2016-06-15,12,203,True
731,2023-03-23,4,200,False
978,2021-04-27,13,662,True
650,2002-02-13,12,538,True
28,2018-04-02,10,469,False
440,1977-11-07,6,758,False
697,2012-05-11,10,183,False
691,1980-02-11,6,559,False
462,2004-02-03,6,277,False
779,2007-07-23,14,696,True
332,2010-06-03,10,344,False
607,2025-07-07,7,312,False
427,1982-07-16,9,550,False
369,1970-09-10,9,409,False
90,1986-08-24,14,404,True
229,1983-12-25,9,136,False
451,1976-05-16,12,322,True
375,1976-12-27,11,240,True
180,2024-08-30,9,160,False
3,1976-07-09,13,259,True
525,1998-11-15,11,331,True
394,1990-05-29,4,80,False
124,1993-03-17,4,362,False
24,1992-05-04,14,488,True
709,1975-10-20,6,274,False
221,1991-05-14,13,323,True
226,1974-01-24,7,737,False
748,1975-07-23,8,361,False
39,1981-07-13,5,446,False
777,1990-11-26,10,84,False
273,2001-04-14,13,241,True
602,1994-03-10,10,369,False
577,1979-02-20,5,167,False
86,1986-07-10,14,726,True
529,1995-11-03,4,371,False
713,1982-11-03,14,340,True
447,2019-10-23,4,564,False
587,1985-07-19,13,796,True
871,2016-10-15,14,220,True
51,1970-02-02,5,706,False
55,2014-04-02,6,154,False
728,2003-07-01,12,348,True
566,1986-03-22,4,555,False
235,1971-04-11,6,639,False
610,2014-06-30,6,751,False
479,1986-03-15,7,537,False
622,1992-10-22,6,283,False
475,1984-10-03,11,146,True
933,1997-06-19,6,764,False
366,1982-01-13,12,611,True
550,1976-07-12,13,542,True
409,2001-01-01,10,579,False
254,2018-05-11,6,415,False
238,2006-10-19,14,580,True
795,2004-07-09,10,676,False
619,2000-09-29,11,65,True
157,2008-04-05,10,317,False
412,1979-04-28,14,383,True
217,2017-09-02,11,98,True
275,2000-12-17,14,419,True
204,1991-10-25,8,343,False
390,2002-02-08,4,368,False
851,1983-10-07,9,614,False
726,1998-06-16,10,479,False
377,1971-10-13,5,303,False
58,2016-05-26,13,433,True
134,2000-02-07,8,739,False
762,1970-07-19,7,595,False
734,2006-08-07,14,329,True
41,2024-09-01,14,329,True
859,2009-11-24,11,175,True
583,1997-02-22,13,357,True
586,2012-08-17,5,300,False
477,1992-12-16,12,607,True
565,2025-04-02,11,427,True
184,1970-03-31,13,213,True
633,1994-06-01,6,66,False
393,1981-12-18,7,737,False
26,2023-10-29,4,270,False
628,2011-06-06,7,730,False
268,2017-01-02,9,732,False
746,2002-03-24,12,303,True
185,1988-03-16,6,761,False
597,2021-07-11,13,244,True
850,2012-01-02,10,565,False
871,1997-10-29,6,253,False
303,1972-11-10,13,184,True
176,1985-01-30,9,69,False
840,1997-06-11,14,551,True
105,1982-08-07,5,529,False
997,1999-07-18,6,495,False
296,2017-07-16,13,530,True
667,1999-12-23,14,500,True
843,1972-05-07,10,151,False
451,2010-08-07,8,123,False
429,2025-07-08,12,104,True
690,1987-02-09,8,107,False
838,1998-09-10,12,374,True
137,2006-05-01,4,141,False
710,2005-05-04,12,517,True
548,2018-06-27,9,249,False
695,1972-07-06,9,257,False
255,1992-02-09,6,398,False
951,1981-10-28,10,51,False
432,1979-07-29,11,542,True
86,2003-03-23,13,754,True
943,2004-01-15,7,228,False
161,2025-07-10,10,135,False
422,2003-09-25,11,758,True
466,2023-05-29,4,190,False
323,1987-06-23,6,240,False
393,1994-07-13,6,335,False
578,1976-07-03,7,775,False
72,2019-01-10,6,489,False
786,1973-11-13,7,51,False
457,2025-09-27,4,646,False
945,1986-09-06,6,713,False
870,1984-01-10,6,93,False
35,2001-07-09,7,733,False
111,1998-12-09,10,434,False
82,1994-04-30,10,157,False
688,2009-06-28,13,547,True
350,1986-06-23,5,322,False
319,1982-08-16,10,137,False
205,1981-03-04,7,467,False
425,1991-06-06,12,59,True
171,1999-07-02,10,412,False
689,1989-08-25,14,274,True
553,1985-07-06,9,305,False
3,2020-01-21,11,214,True
851,1970-01-15,9,115,False
681,1987-04-17,8,177,False
138,2003-03-31,10,370,False
649,1976-02-09,14,439,True
360,1991-07-27,12,549,True
795,1994-01-22,6,659,False
71,1995-05-10,8,655,False
865,1977-10-25,14,694,True
602,1997-09-22,10,449,False
603,1979-05-14,8,400,False
733,1984-04-16,6,144,False
508,2016-01-19,4,68,False
129,2010-03-18,7,222,False
205,2000-06-08,7,529,False
925,1999-12-24,5,215,False
853,1989-10-14,14,696,True
525,2025-03-14,5,294,False
114,1990-11-13,12,320,True
689,2013-02-26,11,386,True
373,1982-05-24,6,457,False
55,1993-08-07,14,324,True
727,1972-06-21,5,367,False
680,2020-05-20,9,571,False
683,1977-03-01,5,88,False
325,1994-01-10,5,129,False
767,1992-04-12,8,651,False
298,2024-08-07,6,357,False
473,1987-11-30,13,157,True
530,1982-10-11,12,605,True
394,2004-10-24,13,267,True
751,2023-07-15,13,531,True
631,2022-08-01,14,108,True
385,1987-05-01,14,228,True
807,2015-10-31,13,696,True
58,2001-08-29,9,660,False
332,1994-11-18,10,672,False
422,2023-02-04,8,130,False
877,1973-08-25,14,332,True
809,1984-07-19,14,475,True
813,2010-06-01,14,764,True
758,2017-06-05,9,541,False
946,1991-09-24,12,122,True
317,1976-03-12,7,710,False
752,1974-11-19,9,462,False
685,1976-01-24,8,725,False
383,2021-02-02,6,784,False
442,2006-11-17,5,759,False
450,1990-04-11,8,589,False
846,1975-01-18,10,79,False
979,1989-08-09,12,388,True
38,1999-01-08,12,127,True
216,1985-11-17,12,536,True
988,2007-01-26,11,223,True
287,2005-01-12,7,410,False
509,1977-02-10,10,605,False
751,1979-06-23,13,631,True
287,2004-07-31,10,220,False
991,1981-07-25,6,442,False
146,1973-01-05,4,659,False
865,2005-03-10,7,425,False
71,2000-07-11,10,696,False
901,1974-03-31,10,566,False
654,1991-05-12,14,388,True
265,2000-11-05,14,685,True
157,1975-06-06,6,278,False
819,1979-04-30,9,303,False
398,1987-11-24,9,557,False
934,2004-11-30,8,317,False
378,1974-03-15,4,738,False
470,1984-10-18,9,355,False
637,1977-11-22,9,772,False
634,1997-03-04,6,65,False
245,2017-07-29,11,146,True
977,1993-04-04,8,495,False
230,1979-05-10,13,156,True
980,2010-02-18,13,377,True
404,1992-10-17,10,608,False
661,2000-02-15,10,758,False
834,1973-05-19,11,510,True
373,2008-07-12,4,768,False
2,1979-01-23,8,243,False
870,1983-10-13,6,478,False
735,2001-02-10,5,211,False
201,1985-12-15,7,432,False
977,1977-07-18,11,82,True
403,1973-01-22,8,793,False
812,1972-11-11,10,112,False
294,1988-12-11,10,258,False
794,1982-02-28,14,313,True
720,2025-11-16,10,346,False
654,2023-04-24,4,112,False
679,2015-12-21,11,500,True
96,1973-10-02,13,742,True
484,2009-09-19,7,549,False
98,2009-12-05,9,134,False
764,1980-01-14,8,674,False
368,1985-08-31,6,466,False
380,1977-09-09,9,706,False
347,1984-01-06,6,181,False
792,2005-01-21,12,539,True
443,1998-05-26,10,621,False
661,2014-06-14,7,777,False
222,2012-03-23,7,182,False
442,1972-10-23,4,789,False
795,1979-06-06,12,495,True
511,1993-11-10,9,800,False
358,2014-07-20,13,366,True
905,1994-04-26,13,191,True
940,1977-11-21,8,590,False
315,1971-08-31,8,331,False
654,2008-08-09,11,592,True
979,2008-07-14,14,573,True
108,2010-04-01,6,75,False
282,2010-04-12,5,767,False
815,2018-11-22,7,467,False
657,1970-04-02,11,370,True
548,1986-10-12,11,98,True
603,1977-08-19,12,433,True
847,1986-02-14,13,422,True
522,2022-12-22,8,724,False
751,1980-06-18,13,484,True
229,1974-10-24,5,248,False
318,1974-07-05,8,229,False
489,1996-07-06,11,575,True
342,1988-09-28,8,505,False
469,2013-03-04,13,224,True
471,1999-12-01,6,535,False
944,1972-01-08,14,149,True
15,2016-11-12,14,574,True
707,1970-01-20,5,424,False
165,2021-07-04,9,427,False
434,2015-08-24,14,436,True
761,1990-11-04,5,225,False
954,1989-06-07,14,475,True
802,1980-02-06,11,800,True
936,2023-06-22,10,473,False
854,1991-04-22,4,600,False
13,1997-01-27,11,218,True
204,1982-06-19,10,279,False
869,2006-06-11,7,184,False
24,1972-11-25,14,80,True
472,2018-05-25,9,780,False
256,2004-02-09,7,314,False
514,2023-10-16,12,232,True
641,2007-03-07,7,357,False
84,2006-07-19,11,197,True
541,2021-06-01,10,588,False
848,1970-03-13,11,153,True
244,2022-03-16,10,81,False
146,1998-02-07,10,515,False
774,1981-09-01,4,319,False
962,2018-12-02,10,410,False
922,1981-11-22,12,407,True
644,1996-04-12,11,359,True
794,2005-02-04,11,494,True
712,2019-05-31,4,282,False
504,2013-02-27,7,616,False
599,2023-12-07,10,304,False
962,1982-04-21,13,302,True
477,2019-11-07,4,362,False
827,2003-09-15,13,664,True
15,1982-09-18,6,380,False
222,1987-05-18,14,636,True
212,2007-03-12,13,417,True
109,2001-12-15,4,159,False
384,2021-07-29,4,340,False
424,2011-12-21,10,157,False
482,2000-07-10,12,687,True
342,1978-11-28,9,484,False
3,1974-09-06,14,385,True
115,1986-02-24,10,403,False
215,1977-01-26,4,726,False
445,1998-03-09,7,342,False
870,1987-10-01,6,392,False
695,2011-02-06,10,577,False
586,1993-07-15,8,242,False
381,1988-05-16,4,494,False
492,2012-03-22,11,757,True
999,2023-07-02,8,502,False
985,2010-04-10,5,774,False
30,1974-02-22,13,710,True
444,1985-08-28,8,145,False
601,2008-08-24,12,106,True
242,2019-12-21,5,385,False
26,2026-05-16,7,481,False
965,2015-07-14,6,560,False
448,1995-12-25,4,538,False
162,1986-10-30,14,240,True
641,1984-08-21,12,787,True
440,2025-03-24,6,755,False
613,2009-07-26,4,442,False
790,2008-07-25,4,377,False
380,2006-12-14,4,555,False
195,2018-10-14,13,120,True
117,1994-11-18,11,336,True
199,2016-05-12,12,245,True
906,2009-03-10,9,704,False
641,1976-08-08,6,308,False
545,2019-11-29,6,121,False
98,1994-06-17,11,654,True
111,1983-01-01,9,203,False
911,2001-12-29,7,55,False
248,1977-11-15,4,763,False
203,1996-01-30,4,396,False
281,2024-03-18,5,525,False
667,1974-01-19,5,800,False
682,2014-12-19,6,606,False
663,2012-07-27,6,738,False
945,1974-11-09,10,399,False
893,2022-06-17,8,430,False
843,2025-07-08,12,373,True
21,1993-07-25,5,302,False
496,1988-12-01,8,233,False
209,2011-11-07,4,605,False
747,1984-01-21,10,678,False
724,1996-03-30,7,629,False
553,1976-05-16,5,138,False
639,1971-07-29,14,347,True
418,1999-03-30,12,627,True
967,2020-03-10,11,205,True
257,1986-09-13,4,138,False
384,2025-11-23,6,506,False
1,1982-09-10,13,370,True
871,1978-09-20,5,106,False
838,2023-12-30,11,140,True
457,1976-11-07,12,367,True
984,2002-07-20,14,702,True
173,1988-02-10,10,113,False
440,2010-05-25,10,204,False
519,1983-04-20,10,206,False
654,1973-06-08,12,57,True
556,2005-01-28,9,126,False
220,1995-11-18,10,779,False
236,2000-05-17,9,89,False
576,1980-01-10,13,511,True
519,2005-01-23,7,431,False
757,1971-05-09,11,193,True
266,1981-08-10,7,356,False
196,1997-06-19,14,790,True
785,1976-02-13,13,195,True
106,1979-01-06,10,138,False
38,1978-02-19,13,336,True
609,2011-05-01,9,124,False
668,1979-06-17,13,659,True
120,2010-10-15,8,414,False
482,2008-09-06,12,533,True
643,1976-04-07,10,642,False
77,2023-05-15,10,262,False
385,1984-04-22,14,584,True
100,2010-06-08,7,482,False
630,2017-09-14,14,685,True
763,2022-06-13,4,231,False
669,2023-05-31,9,734,False
230,1985-07-13,13,395,True
453,1978-04-12,6,383,False
48,2014-07-10,5,224,False
222,2009-05-26,6,654,False
102,1982-12-29,9,422,False
731,1972-07-16,8,639,False
234,1987-10-27,13,554,True
796,2025-01-01,11,149,True
948,1972-05-02,9,614,False
293,1972-03-04,9,476,False
587,1998-03-14,7,614,False
754,1982-04-01,4,242,False
942,2013-05-06,9,710,False
191,2008-02-22,13,375,True
340,1980-05-15,11,118,True
880,1986-06-28,13,656,True
908,1983-05-24,13,763,True
81,1993-04-26,6,474,False
929,1977-10-31,7,508,False
815,2015-08-09,4,694,False
21,2007-08-09,6,680,False
501,1977-09-29,13,116,True
931,1988-08-08,10,123,False
606,2001-05-06,14,691,True
647,2001-02-10,11,179,True
19,2005-03-28,10,408,False
622,1987-03-31,14,754,True
770,1985-09-29,8,530,False
290,2023-06-07,8,357,False
213,2007-01-12,8,99,False
64,1987-07-07,4,599,False
932,2004-06-27,12,660,True
54,1993-09-18,7,486,False
420,1975-04-14,7,278,False
15,1995-07-09,4,318,False
748,2018-04-06,5,736,False
103,2018-06-23,10,428,False
371,1978-01-21,10,54,False
176,1996-02-01,5,297,False
326,1980-06-22,12,211,True
284,1972-11-16,12,282,True
971,2023-06-16,12,175,True
933,1980-03-30,13,704,True
920,1998-07-06,10,135,False
43,2008-08-14,7,795,False
546,1978-09-12,5,395,False
481,2012-10-11,9,708,False
906,1980-08-18,13,364,True
12,2013-02-07,6,767,False
535,1980-10-22,5,720,False
480,2008-07-11,6,187,False
915,1984-04-02,4,526,False
880,1978-04-11,6,625,False
630,1972-05-06,10,710,False
570,2001-06-13,14,567,True
66,1999-11-28,12,548,True
426,1981-01-07,12,83,True
339,2024-08-29,4,68,False
437,2004-10-28,12,746,True
834,1989-05-29,5,611,False
789,1992-07-18,14,369,True
393,1994-07-18,5,63,False
946,2009-05-09,13,604,True
228,2004-02-14,6,759,False
191,1996-03-19,5,173,False
718,1985-10-07,10,749,False
146,2021-11-18,10,195,False
444,1979-11-04,11,468,True
591,2024-10-06,5,372,False
644,2006-12-02,10,552,False
387,1984-11-27,14,472,True
467,2021-07-21,11,286,True
185,1976-08-31,5,655,False
214,1975-10-19,4,180,False
560,2014-10-15,9,357,False
672,1971-04-25,9,553,False
180,1993-12-09,6,501,False
879,2021-10-19,6,610,False
686,2001-02-24,8,731,False
314,2003-03-30,5,329,False
663,2021-02-23,9,739,False
151,1973-06-08,9,257,False
121,2000-05-21,10,340,False
359,1980-07-02,8,648,False
169,2014-12-14,9,193,False
188,1971-08-15,11,207,True
681,1975-02-07,9,467,False
528,2022-11-05,12,457,True
768,2009-01-08,9,231,False
492,2022-09-12,10,224,False
662,1995-06-23,13,338,True
397,2009-05-16,12,79,True
902,2020-01-08,13,160,True
424,1998-10-11,12,652,True
993,1982-11-30,9,397,False
653,2007-07-17,11,527,True
274,1986-08-16,11,374,True
877,2017-12-05,13,450,True
394,1976-06-11,4,364,False
808,2020-06-24,7,586,False
759,1988-05-01,6,272,False
837,2025-03-06,11,256,True
262,2014-02-13,4,326,False
29,2018-10-04,10,503,False
973,2007-01-02,11,101,True
964,1996-03-18,13,353,True
699,1972-06-15,5,450,False
3,2011-06-11,6,130,False
476,2026-06-01,8,356,False
851,2017-08-16,13,397,True
397,2005-12-04,8,664,False
422,1993-10-24,9,434,False
516,2019-02-06,9,390,False
722,1993-02-26,13,437,True
862,2019-07-18,4,768,False
991,2009-07-13,12,741,True
350,2024-04-14,8,733,False
173,1970-01-05,10,73,False
615,2025-04-14,5,208,False
163,1995-07-22,8,443,False
728,2016-09-23,12,483,True
881,2002-02-12,5,703,False
465,2019-10-16,8,369,False
385,2011-01-21,10,708,False
987,1995-10-11,11,457,True
935,1985-08-20,14,783,True
491,1988-10-19,6,127,False
869,2022-02-04,5,673,False
198,2020-07-27,14,229,True
994,1989-09-13,12,485,True
912,1972-04-17,13,471,True
869,1978-07-31,14,539,True
328,2017-03-02,4,511,False
764,1992-04-14,6,753,False
184,1970-07-18,13,354,True
191,2020-04-26,11,201,True
169,2005-11-15,13,85,True
753,2020-04-07,8,575,False
122,2024-12-07,7,160,False
58,2021-12-04,11,425,True
279,2007-03-09,14,392,True
837,2026-05-28,9,670,False
257,1980-06-30,9,376,False
92,2025-03-14,8,795,False
23,1995-10-27,8,706,False
799,1985-12-14,7,574,False
329,1972-04-19,7,483,False
542,2014-10-09,14,554,True
10,2001-03-05,14,414,True
247,1997-01-08,11,792,True
441,2012-04-17,7,661,False
183,1977-03-14,10,690,False
549,1978-11-29,14,630,True
946,1993-10-31,12,254,True
128,1978-03-02,9,644,False
154,1973-11-15,4,742,False
760,2011-05-09,10,206,False
645,2005-06-25,6,320,False
427,1993-12-24,8,691,False
206,1991-01-09,8,678,False
854,1973-06-26,4,443,False
353,1994-02-11,6,578,False
99,2009-12-09,14,295,True
824,2014-03-15,14,450,True
25,2005-09-09,8,783,False
170,1994-11-14,14,781,True
213,1976-09-09,5,93,False
43,1987-03-09,4,592,False
705,2017-01-11,9,222,False
994,2014-12-23,7,634,False
877,2012-03-04,8,381,False
168,1994-11-04,14,437,True
465,2017-07-20,12,459,True
373,1975-01-02,7,504,False
733,1982-08-16,10,718,False
150,1997-03-24,8,466,False
888,2008-06-23,12,644,True
205,2020-11-26,6,284,False
965,1974-03-02,14,451,True
247,2008-09-28,5,674,False
595,1997-10-05,9,599,False
605,2009-11-15,6,664,False
358,1976-10-25,11,134,True
239,1990-12-17,11,752,True
811,2023-10-28,11,788,True
702,1986-04-09,13,423,True
350,1985-08-21,10,303,False
189,2010-12-28,14,198,True
806,1984-08-23,11,609,True
356,1983-07-24,8,419,False
674,1994-04-01,5,798,False
182,1979-12-20,10,719,False
712,2017-08-15,6,773,False
597,1979-01-01,8,488,False
707,2014-08-15,9,221,False
33,2016-10-10,6,582,False
294,2020-05-02,4,421,False
624,1989-06-14,10,270,False
758,1985-12-10,5,281,False
535,2007-12-23,7,737,False
591,1982-04-29,10,142,False
398,1975-05-10,11,348,True
766,1981-05-12,8,678,False
641,1986-12-14,8,299,False
602,1990-04-27,8,606,False
393,2001-04-14,10,278,False
531,1996-08-09,4,602,False
89,1990-08-13,14,84,True
851,2003-09-13,12,184,True
212,1990-01-17,14,391,True
87,1986-07-23,10,223,False
243,2005-06-20,11,677,True
953,1977-10-18,14,685,True
351,1996-03-02,9,349,False
312,1997-02-07,8,688,False
387,2004-02-08,4,182,False
56,2018-12-03,10,147,False
844,1971-01-23,13,411,True
620,1987-03-18,4,582,False
675,1979-12-28,8,743,False
773,2018-04-30,9,656,False
671,2017-02-21,4,227,False
679,1971-08-23,14,648,True
162,2022-10-04,7,722,False
247,2016-01-12,13,426,True
592,1977-12-23,8,459,False
99,2007-02-17,11,715,True
809,2008-06-13,4,421,False
878,1977-08-08,12,185,True
857,1977-08-21,7,338,False
348,2005-03-13,9,218,False
279,1989-05-15,11,468,True
71,1986-12-29,8,332,False
17,1978-04-21,4,318,False
124,1987-08-06,10,140,False
380,1996-08-31,5,249,False
358,2007-05-22,8,512,False
195,2018-07-29,5,628,False
88,1986-06-16,10,560,False
907,2002-02-05,4,154,False
104,2017-10-01,10,465,False
71,2002-08-29,4,376,False
899,2009-01-02,10,247,False
384,1996-12-29,8,124,False
537,1972-10-27,8,52,False
640,1981-12-29,8,153,False
65,2001-04-18,8,721,False
535,1977-10-06,13,427,True
176,2017-04-02,10,539,False
484,1978-01-21,11,692,True
284,1972-04-20,6,629,False
498,2007-09-14,7,383,False
502,2001-11-27,10,356,False
2,2009-05-26,10,226,False
197,1986-01-04,13,411,True
437,2012-08-01,7,136,False
474,2008-02-02,12,694,True
470,2018-12-21,5,438,False
83,1994-12-06,4,491,False
214,1978-10-16,12,515,True
608,2016-09-06,7,361,False
517,1997-06-06,12,206,True
565,1997-03-04,12,285,True
345,2017-01-10,14,557,True
720,1978-01-11,12,183,True
233,1982-03-19,5,241,False
781,1982-11-29,7,62,False
846,1970-09-10,6,637,False
640,1999-03-14,12,61,True
892,1995-10-10,8,324,False
551,1999-10-24,4,559,False
843,1987-07-16,11,357,True
669,2000-07-06,11,435,True
464,1972-02-19,10,293,False
603,1971-04-08,10,770,False
432,1978-10-12,7,537,False
795,1979-02-24,4,78,False
26,2014-04-13,13,245,True
466,1997-10-07,7,399,False
387,1974-02-26,9,481,False
291,1987-11-03,6,93,False
822,1973-08-01,10,128,False
191,2005-03-30,6,335,False
240,2007-10-14,7,489,False
289,1980-09-01,12,241,True
82,2012-07-11,10,321,False
493,2024-11-19,10,656,False
953,2025-01-06,5,644,False
845,1995-07-14,5,366,False
334,2001-08-07,5,154,False
75,1971-06-09,5,334,False
684,1999-05-01,7,341,False
535,1984-04-26,13,643,True
749,2014-02-25,4,665,False
93,2016-10-23,12,432,True
279,1987-12-22,5,560,False
791,2014-03-22,4,262,False
256,1990-02-24,12,800,True
625,2022-06-13,9,82,False
573,1978-11-17,6,664,False
778,1993-07-07,8,556,False
143,2010-07-04,6,155,False
349,2013-09-19,11,460,True
500,1990-03-21,9,67,False
945,2003-06-02,13,704,True
254,1993-07-08,13,277,True
359,1978-06-22,4,330,False
409,1998-01-20,6,597,False
195,1983-06-15,6,97,False
581,2015-05-02,5,744,False
840,2019-04-07,13,678,True
655,1982-01-28,11,569,True
897,2015-03-26,13,144,True
91,2014-06-15,12,174,True
684,1975-05-05,5,783,False
159,2010-11-03,6,265,False
633,1983-04-21,5,390,False
391,2004-12-20,9,777,False
783,2014-05-16,9,784,False
240,1980-07-20,7,155,False
254,2003-08-14,13,413,True
426,1985-09-14,7,166,False
120,2006-08-05,14,378,True
255,1973-08-27,7,587,False
709,1989-09-13,13,54,True
674,1984-06-25,7,383,False
194,1999-09-12,12,345,True
541,2016-04-25,6,463,False
549,2025-07-06,14,749,True
107,1970-12-30,4,55,False
472,2020-06-09,12,92,True
202,2024-10-08,12,353,True
143,1980-10-31,7,374,False
45,2005-02-05,4,687,False
955,2014-08-29,8,503,False
705,1981-09-17,6,717,False
246,2009-05-14,14,61,True
891,1996-03-08,12,267,True
324,1972-03-13,11,228,True
747,2005-09-04,11,368,True
516,2003-12-14,9,452,False
593,2002-01-30,10,343,False
636,2023-08-19,7,320,False
278,2015-11-26,14,462,True
461,1977-04-24,8,269,False
382,1988-06-24,7,177,False
560,2002-08-07,5,580,False
163,1976-05-30,4,532,False
942,1999-08-07,14,505,True
164,1989-10-19,7,405,False
113,2022-05-09,11,280,True
345,2017-02-19,13,304,True
900,2001-02-27,4,50,False
405,2022-08-10,14,679,True
560,1997-09-08,14,624,True
824,1985-12-14,7,116,False
349,1980-10-01,5,782,False
688,2026-02-06,4,270,False
139,2012-10-28,9,585,False
113,2005-02-26,6,649,False
919,1976-04-24,7,290,False
990,1974-03-09,4,228,False
612,1971-09-30,13,369,True
213,1998-08-14,9,289,False
707,1978-04-02,14,738,True
798,1993-10-24,10,190,False
75,1998-10-04,7,527,False
652,1994-02-08,7,713,False
328,1988-04-09,14,77,True
322,1976-09-21,11,239,True
696,2011-06-06,9,547,False
329,2011-12-27,14,684,True
625,1997-08-26,14,107,True
174,1986-04-12,6,799,False
909,2019-07-08,7,678,False
203,2003-04-19,6,640,False
980,1984-04-29,14,514,True
363,2024-12-02,7,659,False
394,2009-09-12,10,745,False
375,1999-12-14,5,491,False
56,1977-03-25,13,324,True
598,1995-06-12,7,637,False
346,1985-07-29,13,468,True
105,1978-07-05,6,645,False
647,1983-03-06,12,177,True
563,2010-09-15,4,241,False
302,1972-04-12,11,396,True
100,2017-07-12,10,426,False
286,1973-05-01,7,439,False
83,1988-08-26,8,493,False
857,2019-08-20,4,761,False
489,2009-05-10,10,738,False
803,2018-02-18,13,730,True
206,2017-11-12,9,76,False
404,2025-10-01,4,343,False
403,1988-09-28,7,158,False
212,1990-01-10,11,424,True
863,2019-12-26,13,559,True
151,2005-03-05,9,630,False
739,2019-09-29,8,61,False
111,2008-09-18,7,54,False
841,1978-11-14,6,167,False
949,1992-12-10,6,481,False
335,1982-08-26,14,491,True
816,1973-07-26,9,784,False
769,1996-01-28,4,156,False
855,1991-02-21,12,165,True
726,1997-08-05,6,754,False
713,2021-08-19,14,280,True
622,1976-12-17,4,265,False
274,2001-05-10,8,735,False
591,1971-12-10,8,790,False
922,1981-09-13,11,62,True
943,1999-04-30,6,404,False
24,1970-04-21,11,310,True
393,1992-07-07,13,110,True
908,2026-05-17,11,205,True
572,1980-01-02,8,607,False
791,1991-05-26,7,462,False
853,1993-06-09,4,99,False
926,1979-02-20,11,143,True
825,1982-10-07,4,599,False
386,2015-01-21,7,196,False
934,1995-02-19,12,388,True
96,2000-11-19,9,590,False
621,1992-01-26,11,793,True
725,1980-10-29,7,293,False
216,2012-08-27,5,587,False
631,1981-01-16,11,638,True
362,1972-09-02,6,112,False
995,1984-03-24,14,471,True
405,2011-01-19,12,703,True
298,1994-01-28,12,533,True
703,2010-06-28,4,666,False
929,1973-08-01,4,651,False
733,1999-02-25,8,328,False
715,1991-06-17,10,449,False
25,1998-06-27,9,205,False
846,1994-04-18,13,155,True
295,1985-08-06,13,716,True
927,1976-10-15,13,322,True
332,1997-09-15,4,175,False
652,2003-06-21,13,174,True
157,2026-04-26,9,267,False
134,2000-10-02,11,576,True
833,2000-02-28,6,261,False
338,1980-04-06,11,773,True
418,2000-12-03,5,71,False
224,1991-05-30,14,526,True
592,2019-01-07,7,534,False
231,1970-09-05,9,564,False
878,2018-04-06,4,685,False
600,1984-07-24,13,706,True
429,2014-01-06,10,140,False
541,1970-08-29,5,680,False
170,2006-03-11,6,141,False
955,2004-11-06,6,67,False
823,1974-12-25,7,417,False
125,1994-05-10,9,795,False
277,1990-02-04,10,194,False
782,2011-12-06,4,626,False
324,1994-04-12,10,693,False
503,1999-07-05,6,607,False
677,1974-03-27,8,517,False
966,2008-07-19,10,105,False
426,1978-10-14,4,257,False
16,2022-05-28,9,564,False
130,2024-02-24,12,501,True
572,2024-12-22,14,154,True
249,2023-05-18,10,116,False
151,2007-06-09,6,789,False
178,2002-08-24,12,654,True
820,2014-05-14,14,173,True
831,1980-01-27,12,394,True
109,1995-11-01,14,387,True
530,2019-06-27,7,795,False
349,2001-04-16,4,287,False
269,2003-06-24,14,681,True
535,2005-07-05,11,639,True
811,1980-01-17,11,305,True
839,1989-01-14,12,744,True
737,1999-09-28,5,55,False
990,1991-12-01,14,379,True
606,2007-11-30,7,686,False
695,1985-09-13,14,130,True
156,1987-08-27,5,144,False
997,1975-12-08,7,91,False
585,1998-07-26,5,333,False
788,1992-03-29,13,647,True
173,2001-03-04,6,252,False
816,1981-12-03,5,229,False
694,2018-04-09,6,562,False
237,2009-02-01,14,736,True
496,1970-12-31,4,156,False
324,2013-08-19,10,720,False
110,1983-06-01,7,158,False
966,2008-06-17,8,765,False
760,1976-04-03,9,641,False
220,1978-12-02,13,261,True
361,2014-03-28,13,243,True
863,2012-09-10,4,256,False
367,1987-07-10,7,312,False
671,2008-01-22,5,95,False
260,1987-08-24,12,798,True
993,2015-10-21,9,416,False
143,2022-06-19,13,545,True
512,2005-05-24,7,305,False
431,2002-07-04,11,713,True
920,1996-09-21,10,115,False
681,2025-11-21,14,689,True
583,2012-11-20,14,429,True
300,2009-09-09,12,536,True
982,1973-06-15,13,63,True
830,2007-03-03,7,463,False
799,1987-12-18,7,297,False
195,1996-06-18,13,155,True
481,1985-05-29,12,743,True
22,1970-07-27,10,767,False
595,2001-06-10,4,273,False
710,2006-11-21,12,769,True
168,1986-06-21,6,780,False
715,1996-03-20,12,273,True
870,1999-05-22,10,387,False
766,1992-07-23,9,790,False
959,2004-10-02,13,625,True
23,2024-10-02,9,230,False
94,1978-07-24,9,350,False
757,2000-10-05,11,328,True
462,1991-02-05,8,433,False
172,1974-10-14,9,609,False
488,1980-12-12,11,180,True
442,1972-07-24,13,671,True
128,2017-11-04,7,233,False
586,1978-09-22,4,548,False
217,2004-06-03,9,369,False
689,2002-03-12,12,172,True
827,2013-07-06,7,668,False
956,1990-10-26,8,221,False
387,2010-05-22,9,745,False
195,1976-06-28,13,180,True
66,1970-09-28,5,571,False
